date,season_start,base_rot,home_team,away_team,home_score,away_score,home_ml_open,home_ml_close,away_ml_open,away_ml_close,home_spread,home_spread_price,away_spread,away_spread_price,total_open,total_open_price,total_close,total_close_price
2018-09-06,2018,451,PHI,ATL,18,12,,-101.0,,-119.0,,,,,46.5,,,
2018-09-09,2018,453,CLE,PIT,21,21,,155.0,,-185.0,,,,,6.5,,3.5,
2018-09-09,2018,455,MIN,SF,24,16,,-280.0,,230.0,,,,,47.0,,46.0,
2018-09-09,2018,457,IND,CIN,23,34,,-105.0,,-115.0,,,,,47.0,,1.0,
2018-09-09,2018,459,BAL,BUF,47,3,,-380.0,,290.0,,,,,42.5,,38.5,
2018-09-09,2018,461,NYG,JAX,15,20,,125.0,,-145.0,,,,,3.5,,3.0,
2018-09-09,2018,463,NO,TB,40,48,,-550.0,,400.0,,,,,51.5,,49.5,
2018-09-09,2018,465,NE,HOU,27,20,,-275.0,,225.0,,,,,51.0,,49.5,
2018-09-09,2018,467,MIA,TEN,27,20,,-110.0,,-110.0,,,,,2.5,,43.5,
2018-09-09,2018,469,LAC,KC,28,38,,-190.0,,160.0,,,,,47.5,,48.5,
2018-09-09,2018,471,DEN,SEA,27,24,,-190.0,,160.0,,,,,42.5,,43.0,
2018-09-09,2018,473,CAR,DAL,16,8,,-170.0,,145.0,,,,,44.0,,42.0,
2018-09-09,2018,475,ARI,WAS,6,24,,-135.0,,115.0,,,,,44.0,,43.5,
2018-09-09,2018,477,GB,CHI,24,23,,-310.0,,250.0,,,,,47.5,,45.0,
2018-09-10,2018,479,DET,NYJ,17,48,,-360.0,,280.0,,,,,44.0,,44.0,
2018-09-10,2018,481,LV,LAR,13,33,,240.0,,-300.0,,,,,1.0,,6.5,
2018-09-13,2018,101,CIN,BAL,34,23,,100.0,,-120.0,,,,,2.0,,1.0,
2018-09-16,2018,261,WAS,IND,9,21,,-260.0,,210.0,,,,,47.5,,48.5,
2018-09-16,2018,263,ATL,CAR,31,24,,-240.0,,190.0,,,,,44.0,,43.5,
2018-09-16,2018,265,GB,MIN,29,29,,105.0,,-125.0,,,,,47.0,,1.5,
2018-09-16,2018,267,BUF,LAC,20,31,,280.0,,-360.0,,,,,7.0,,7.5,
2018-09-16,2018,269,TEN,HOU,20,17,,170.0,,-200.0,,,,,2.5,,3.5,
2018-09-16,2018,271,PIT,KC,37,42,,-220.0,,180.0,,,,,50.5,,53.0,
2018-09-16,2018,273,NYJ,MIA,12,20,,-170.0,,145.0,,,,,44.0,,43.0,
2018-09-16,2018,275,TB,PHI,27,21,,140.0,,-160.0,,,,,3.0,,3.0,
2018-09-16,2018,277,NO,CLE,21,18,,-550.0,,400.0,,,,,47.5,,51.0,
2018-09-16,2018,279,LAR,ARI,34,0,,-1000.0,,650.0,,,,,46.5,,43.5,
2018-09-16,2018,281,SF,DET,30,27,,-275.0,,225.0,,,,,47.0,,48.5,
2018-09-16,2018,283,JAX,NE,31,20,,105.0,,-125.0,,,,,2.5,,1.5,
2018-09-16,2018,285,DEN,LV,20,19,,-260.0,,210.0,,,,,45.0,,44.5,
2018-09-16,2018,287,DAL,NYG,20,13,,-140.0,,120.0,,,,,43.5,,42.0,
2018-09-17,2018,289,CHI,SEA,24,17,,-240.0,,190.0,,,,,43.5,,42.0,
2018-09-20,2018,301,CLE,NYJ,21,17,,-200.0,,170.0,,,,,40.5,,41.0,
2018-09-23,2018,461,PHI,IND,20,16,,-302.0,,247.0,,,,,48.0,,45.0,
2018-09-23,2018,463,CAR,CIN,31,21,,-150.0,,130.0,,,,,44.0,,44.5,
2018-09-23,2018,465,JAX,TEN,6,9,,-510.0,,390.0,,,,,39.0,,39.5,
2018-09-23,2018,467,ATL,NO,37,43,,-131.0,,111.0,,,,,52.5,,54.0,
2018-09-23,2018,469,BAL,DEN,27,14,,-240.0,,199.0,,,,,44.0,,46.0,
2018-09-23,2018,471,HOU,NYG,22,27,,-280.0,,230.0,,,,,42.0,,44.5,
2018-09-23,2018,473,MIA,LV,28,20,,-147.0,,127.0,,,,,44.0,,45.5,
2018-09-23,2018,475,WAS,GB,31,17,,122.0,,-142.0,,,,,3.0,,2.0,
2018-09-23,2018,477,MIN,BUF,6,27,,-1703.0,,948.0,,,,,41.5,,41.0,
2018-09-23,2018,479,KC,SF,38,27,,-280.0,,230.0,,,,,54.5,,53.5,
2018-09-23,2018,481,LAR,LAC,35,23,,-325.0,,263.0,,,,,48.0,,49.5,
2018-09-23,2018,483,ARI,CHI,14,16,,219.0,,-265.0,,,,,5.5,,5.5,
2018-09-23,2018,485,SEA,DAL,24,13,,-130.0,,111.0,,,,,1.0,,40.0,
2018-09-23,2018,487,DET,NE,26,10,,254.0,,-313.0,,,,,6.5,,7.0,
2018-09-24,2018,489,TB,PIT,27,30,,-120.0,,100.0,,,,,2.0,,55.5,
2018-09-27,2018,101,LAR,MIN,38,31,,-330.0,,260.0,,,,,47.0,,49.0,
2018-09-30,2018,251,NE,MIA,38,7,,-310.0,,250.0,,,,,48.0,,50.5,
2018-09-30,2018,253,IND,HOU,34,37,,100.0,,-120.0,,,,,47.0,,1.0,
2018-09-30,2018,255,ATL,CIN,36,37,,-190.0,,160.0,,,,,48.0,,52.5,
2018-09-30,2018,257,GB,BUF,22,0,,-380.0,,290.0,,,,,44.0,,44.0,
2018-09-30,2018,259,DAL,DET,26,24,,-140.0,,120.0,,,,,44.0,,44.0,
2018-09-30,2018,261,JAX,NYJ,31,12,,-360.0,,280.0,,,,,38.0,,40.5,
2018-09-30,2018,263,CHI,TB,48,10,,-145.0,,125.0,,,,,47.0,,45.5,
2018-09-30,2018,265,TEN,PHI,26,23,,130.0,,-150.0,,,,,3.0,,3.0,
2018-09-30,2018,267,ARI,SEA,17,20,,160.0,,-190.0,,,,,4.0,,3.5,
2018-09-30,2018,269,LV,CLE,45,42,,-140.0,,120.0,,,,,44.5,,44.0,
2018-09-30,2018,271,LAC,SF,29,27,,-500.0,,375.0,,,,,47.0,,46.5,
2018-09-30,2018,273,NYG,NO,18,33,,150.0,,-180.0,,,,,4.0,,3.0,
2018-09-30,2018,275,PIT,BAL,14,26,,-165.0,,142.0,,,,,51.0,,52.0,
2018-10-01,2018,277,DEN,KC,23,27,,155.0,,-185.0,,,,,5.0,,3.5,
2018-10-04,2018,301,NE,IND,38,24,,-700.0,,500.0,,,,,53.0,,49.5,
2018-10-07,2018,451,CLE,BAL,12,9,,155.0,,-185.0,,,,,3.0,,3.0,
2018-10-07,2018,453,KC,JAX,30,14,,-155.0,,135.0,,,,,49.5,,48.0,
2018-10-07,2018,455,BUF,TEN,13,12,,240.0,,-300.0,,,,,4.0,,6.5,
2018-10-07,2018,457,CAR,NYG,33,31,,-300.0,,240.0,,,,,44.0,,43.5,
2018-10-07,2018,459,NYJ,DEN,34,16,,-110.0,,-110.0,,,,,43.0,,42.5,
2018-10-07,2018,461,PIT,ATL,41,17,,-185.0,,155.0,,,,,56.0,,57.5,
2018-10-07,2018,463,DET,GB,31,23,,-130.0,,110.0,,,,,1.0,,50.0,
2018-10-07,2018,465,CIN,MIA,27,17,,-260.0,,210.0,,,,,50.0,,48.0,
2018-10-07,2018,467,LAC,LV,26,10,,-240.0,,190.0,,,,,51.0,,52.0,
2018-10-07,2018,469,SF,ARI,18,28,,-165.0,,142.0,,,,,41.0,,40.5,
2018-10-07,2018,471,PHI,MIN,21,23,,-190.0,,160.0,,,,,44.5,,48.5,
2018-10-07,2018,473,SEA,LAR,31,33,,280.0,,-360.0,,,,,7.0,,7.5,
2018-10-07,2018,475,HOU,DAL,19,16,,-185.0,,155.0,,,,,45.5,,45.5,
2018-10-08,2018,477,NO,WAS,43,19,,-265.0,,215.0,,,,,51.0,,52.5,
2018-10-11,2018,103,NYG,PHI,13,34,,117.0,,-137.0,,,,,2.5,,2.0,
2018-10-14,2018,251,MIN,ARI,27,17,,-500.0,,375.0,,,,,43.0,,43.5,
2018-10-14,2018,253,CLE,LAC,14,38,,-110.0,,-110.0,,,,,2.0,,47.0,
2018-10-14,2018,255,MIA,CHI,31,28,,275.0,,-350.0,,,,,2.0,,7.0,
2018-10-14,2018,257,WAS,CAR,23,17,,105.0,,-125.0,,,,,1.0,,1.5,
2018-10-14,2018,259,NYJ,IND,42,34,,-145.0,,125.0,,,,,46.0,,48.0,
2018-10-14,2018,261,CIN,PIT,21,28,,-120.0,,100.0,,,,,54.5,,50.0,
2018-10-14,2018,263,ATL,TB,34,29,,-160.0,,140.0,,,,,57.0,,57.5,
2018-10-14,2018,265,LV,SEA,3,27,,140.0,,-160.0,,,,,3.0,,3.0,
2018-10-14,2018,267,HOU,BUF,20,13,,-500.0,,375.0,,,,,41.0,,40.0,
2018-10-14,2018,269,DEN,LAR,20,23,,260.0,,-330.0,,,,,7.0,,7.0,
2018-10-14,2018,271,DAL,JAX,40,7,,145.0,,-170.0,,,,,1.5,,3.0,
2018-10-14,2018,273,TEN,BAL,0,21,,120.0,,-140.0,,,,,,,2.5,
2018-10-14,2018,275,NE,KC,43,40,,-200.0,,170.0,,,,,58.0,,59.5,
2018-10-15,2018,277,GB,SF,33,30,,-490.0,,377.0,,,,,46.5,,46.5,
2018-10-18,2018,301,ARI,DEN,10,45,,-105.0,,-115.0,,,,,2.5,,1.0,
2018-10-21,2018,451,LAC,TEN,20,19,,-300.0,,240.0,,,,,45.5,,46.0,
2018-10-21,2018,453,CHI,NE,31,38,,110.0,,-130.0,,,,,2.5,,2.0,
2018-10-21,2018,455,TB,CLE,26,23,,-190.0,,160.0,,,,,49.5,,52.5,
2018-10-21,2018,457,MIA,DET,21,32,,160.0,,-190.0,,,,,2.5,,3.0,
2018-10-21,2018,459,PHI,CAR,17,21,,-250.0,,200.0,,,,,45.0,,45.0,
2018-10-21,2018,461,IND,BUF,37,5,,-310.0,,250.0,,,,,44.0,,43.5,
2018-10-21,2018,463,KC,CIN,45,10,,-300.0,,240.0,,,,,58.5,,56.5,
2018-10-21,2018,465,NYJ,MIN,17,37,,160.0,,-190.0,,,,,3.0,,3.5,
2018-10-21,2018,467,JAX,HOU,7,20,,-190.0,,160.0,,,,,44.0,,42.5,
2018-10-21,2018,469,BAL,NO,23,24,,-145.0,,125.0,,,,,51.0,,49.0,
2018-10-21,2018,471,WAS,DAL,20,17,,110.0,,-130.0,,,,,42.0,,2.0,
2018-10-21,2018,473,SF,LAR,10,39,,350.0,,-450.0,,,,,10.0,,9.0,
2018-10-22,2018,475,ATL,NYG,23,20,,-240.0,,199.0,,,,,54.0,,52.0,
2018-10-25,2018,103,HOU,MIA,42,23,,-380.0,,290.0,,,,,45.5,,45.0,
2018-10-28,2018,251,JAX,PHI,18,24,,180.0,,-220.0,,,,,2.0,,4.0,
2018-10-28,2018,253,PIT,CLE,33,18,,-440.0,,340.0,,,,,50.5,,47.5,
2018-10-28,2018,255,KC,DEN,30,23,,-430.0,,330.0,,,,,55.5,,53.0,
2018-10-28,2018,257,CHI,NYJ,24,10,,-400.0,,300.0,,,,,46.0,,42.0,
2018-10-28,2018,259,NYG,WAS,13,20,,100.0,,-120.0,,,,,1.0,,1.0,
2018-10-28,2018,261,DET,SEA,14,28,,-170.0,,145.0,,,,,49.0,,48.0,
2018-10-28,2018,263,CIN,TB,37,34,,-190.0,,160.0,,,,,53.5,,54.5,
2018-10-28,2018,265,CAR,BAL,36,21,,130.0,,-150.0,,,,,43.5,,3.0,
2018-10-28,2018,267,LV,IND,28,42,,170.0,,-200.0,,,,,1.5,,3.5,
2018-10-28,2018,269,ARI,SF,18,15,,130.0,,-150.0,,,,,43.5,,3.0,
2018-10-28,2018,271,LAR,GB,29,27,,-380.0,,290.0,,,,,56.0,,57.0,
2018-10-28,2018,273,MIN,NO,20,30,,120.0,,-140.0,,,,,53.0,,2.5,
2018-10-29,2018,275,BUF,NE,6,25,,750.0,,-1200.0,,,,,13.5,,14.0,
2018-11-01,2018,307,SF,LV,34,3,,110.0,,-130.0,,,,,46.0,,1.5,
2018-11-04,2018,451,MIN,DET,24,9,,-240.0,,190.0,,,,,48.5,,47.0,
2018-11-04,2018,453,CLE,KC,21,37,,330.0,,-430.0,,,,,9.0,,8.5,
2018-11-04,2018,455,BAL,PIT,16,23,,-130.0,,110.0,,,,,47.0,,47.0,
2018-11-04,2018,457,CAR,TB,42,28,,-280.0,,230.0,,,,,55.0,,56.0,
2018-11-04,2018,459,MIA,NYJ,13,6,,-155.0,,135.0,,,,,43.5,,43.0,
2018-11-04,2018,461,WAS,ATL,14,38,,-125.0,,105.0,,,,,48.0,,47.0,
2018-11-04,2018,463,BUF,CHI,9,41,,400.0,,-550.0,,,,,10.0,,10.0,
2018-11-04,2018,465,DEN,HOU,17,19,,-120.0,,100.0,,,,,45.5,,46.5,
2018-11-04,2018,467,SEA,LAC,17,25,,-120.0,,100.0,,,,,,,49.0,
2018-11-04,2018,469,NO,LAR,45,35,,115.0,,-135.0,,,,,2.5,,2.0,
2018-11-04,2018,471,NE,GB,31,17,,-210.0,,175.0,,,,,56.0,,57.0,
2018-11-05,2018,473,DAL,TEN,14,28,,-240.0,,190.0,,,,,40.5,,40.0,
2018-11-08,2018,107,PIT,CAR,52,21,,-200.0,,170.0,,,,,50.0,,51.0,
2018-11-11,2018,251,NYJ,BUF,10,41,,-310.0,,250.0,,,,,37.0,,37.5,
2018-11-11,2018,253,CLE,ATL,28,16,,200.0,,-250.0,,,,,3.5,,5.5,
2018-11-11,2018,255,CIN,NO,14,51,,225.0,,-275.0,,,,,4.5,,6.0,
2018-11-11,2018,257,TB,WAS,3,16,,-190.0,,160.0,,,,,51.5,,51.0,
2018-11-11,2018,259,TEN,NE,34,10,,240.0,,-300.0,,,,,7.0,,6.5,
2018-11-11,2018,261,GB,MIA,31,12,,-800.0,,550.0,,,,,47.5,,49.0,
2018-11-11,2018,263,IND,JAX,29,26,,-160.0,,140.0,,,,,47.5,,48.0,
2018-11-11,2018,265,CHI,DET,34,22,,-350.0,,275.0,,,,,47.0,,45.0,
2018-11-11,2018,267,KC,ARI,26,14,,-2000.0,,1000.0,,,,,50.0,,49.5,
2018-11-11,2018,269,LV,LAC,6,20,,425.0,,-600.0,,,,,10.0,,10.0,
2018-11-11,2018,271,LAR,SEA,36,31,,-550.0,,400.0,,,,,51.5,,51.0,
2018-11-11,2018,273,PHI,DAL,20,27,,-400.0,,300.0,,,,,43.0,,45.5,
2018-11-12,2018,275,SF,NYG,23,27,,-170.0,,145.0,,,,,44.0,,45.0,
2018-11-15,2018,307,SEA,GB,27,24,,-160.0,,140.0,,,,,49.5,,49.0,
2018-11-18,2018,451,DET,CAR,20,19,,180.0,,-220.0,,,,,3.5,,4.0,
2018-11-18,2018,453,ATL,DAL,19,22,,-200.0,,170.0,,,,,47.5,,50.0,
2018-11-18,2018,455,BAL,CIN,24,21,,-300.0,,240.0,,,,,43.5,,43.5,
2018-11-18,2018,457,CHI,MIN,25,20,,-140.0,,120.0,,,,,45.5,,43.5,
2018-11-18,2018,459,NO,PHI,48,7,,-330.0,,260.0,,,,,54.5,,57.5,
2018-11-18,2018,461,IND,TEN,38,10,,-125.0,,105.0,,,,,48.0,,50.0,
2018-11-18,2018,463,WAS,HOU,21,23,,145.0,,-170.0,,,,,2.0,,3.0,
2018-11-18,2018,465,NYG,TB,38,35,,-170.0,,145.0,,,,,52.0,,54.0,
2018-11-18,2018,467,LAC,DEN,22,23,,-350.0,,275.0,,,,,47.0,,47.0,
2018-11-18,2018,469,ARI,LV,21,23,,-220.0,,180.0,,,,,41.0,,41.0,
2018-11-18,2018,471,JAX,PIT,16,20,,175.0,,-210.0,,,,,6.0,,4.0,
2018-11-19,2018,475,LAR,KC,54,51,,-180.0,,150.0,,,,,63.5,,64.0,
2018-11-22,2018,105,DET,CHI,16,23,,145.0,,-170.0,,,,,4.0,,3.0,
2018-11-22,2018,107,DAL,WAS,31,23,,-360.0,,280.0,,,,,41.0,,40.0,
2018-11-22,2018,109,NO,ATL,31,17,,-700.0,,500.0,,,,,59.0,,61.5,
2018-11-25,2018,251,BUF,JAX,24,21,,145.0,,-170.0,,,,,4.0,,3.0,
2018-11-25,2018,253,BAL,LV,34,17,,-850.0,,575.0,,,,,43.5,,42.0,
2018-11-25,2018,255,TB,SF,27,9,,-125.0,,105.0,,,,,54.0,,55.0,
2018-11-25,2018,257,PHI,NYG,25,22,,-240.0,,190.0,,,,,46.5,,50.0,
2018-11-25,2018,259,CIN,CLE,20,35,,-110.0,,-110.0,,,,,48.0,,47.0,
2018-11-25,2018,261,NYJ,NE,13,27,,550.0,,-800.0,,,,,9.0,,12.5,
2018-11-25,2018,263,CAR,SEA,27,30,,-160.0,,140.0,,,,,47.0,,47.0,
2018-11-25,2018,265,IND,MIA,27,24,,-440.0,,340.0,,,,,51.0,,52.5,
2018-11-25,2018,267,LAC,ARI,45,10,,-1100.0,,700.0,,,,,44.0,,43.5,
2018-11-25,2018,269,DEN,PIT,24,17,,145.0,,-170.0,,,,,3.5,,3.0,
2018-11-25,2018,271,MIN,GB,24,17,,-200.0,,170.0,,,,,48.5,,48.5,
2018-11-26,2018,273,HOU,TEN,34,17,,-200.0,,170.0,,,,,43.0,,42.5,
2018-11-29,2018,301,DAL,NO,13,10,,300.0,,-400.0,,,,,7.5,,7.5,
2018-12-02,2018,351,JAX,IND,6,0,,190.0,,-240.0,,,,,3.0,,4.5,
2018-12-02,2018,353,PIT,LAC,30,33,,-190.0,,160.0,,,,,52.5,,53.5,
2018-12-02,2018,355,TB,CAR,24,17,,160.0,,-190.0,,,,,3.0,,3.5,
2018-12-02,2018,357,ATL,BAL,16,26,,-155.0,,135.0,,,,,2.0,,46.5,
2018-12-02,2018,359,HOU,CLE,29,13,,-250.0,,200.0,,,,,48.0,,48.0,
2018-12-02,2018,361,MIA,BUF,21,17,,-190.0,,160.0,,,,,6.0,,40.0,
2018-12-02,2018,363,NYG,CHI,30,27,,160.0,,-190.0,,,,,3.5,,3.5,
2018-12-02,2018,365,CIN,DEN,10,24,,170.0,,-200.0,,,,,4.5,,3.5,
2018-12-02,2018,367,DET,LAR,16,30,,400.0,,-550.0,,,,,10.0,,10.0,
2018-12-02,2018,369,GB,ARI,17,20,,-900.0,,600.0,,,,,46.0,,41.0,
2018-12-02,2018,371,LV,KC,33,40,,700.0,,-1100.0,,,,,15.0,,14.0,
2018-12-02,2018,373,TEN,NYJ,26,22,,-550.0,,400.0,,,,,40.0,,40.5,
2018-12-02,2018,375,NE,MIN,24,10,,-270.0,,220.0,,,,,48.0,,50.5,
2018-12-02,2018,377,SEA,SF,43,16,,-600.0,,425.0,,,,,46.5,,45.5,
2018-12-03,2018,379,PHI,WAS,28,13,,-270.0,,220.0,,,,,44.0,,45.0,
2018-12-06,2018,101,TEN,JAX,30,9,,-250.0,,200.0,,,,,38.0,,37.0,
2018-12-09,2018,105,KC,BAL,27,24,,-310.0,,250.0,,,,,49.0,,49.0,
2018-12-09,2018,107,HOU,IND,21,24,,-220.0,,180.0,,,,,49.0,,49.0,
2018-12-09,2018,109,CLE,CAR,26,20,,100.0,,-120.0,,,,,1.0,,1.0,
2018-12-09,2018,111,GB,ATL,34,20,,-190.0,,160.0,,,,,48.0,,50.5,
2018-12-09,2018,113,TB,NO,14,28,,350.0,,-450.0,,,,,8.0,,9.5,
2018-12-09,2018,115,BUF,NYJ,23,27,,-220.0,,180.0,,,,,9.0,,37.0,
2018-12-09,2018,117,MIA,NE,34,33,,350.0,,-450.0,,,,,9.0,,9.0,
2018-12-09,2018,119,CHI,LAR,15,6,,135.0,,-155.0,,,,,3.0,,3.0,
2018-12-09,2018,121,WAS,NYG,16,40,,142.0,,-165.0,,,,,41.0,,3.0,
2018-12-09,2018,123,SF,DEN,20,14,,140.0,,-160.0,,,,,4.5,,3.0,
2018-12-09,2018,125,LAC,CIN,26,21,,-1600.0,,900.0,,,,,48.0,,48.5,
2018-12-09,2018,127,ARI,DET,3,17,,125.0,,-145.0,,,,,1.5,,2.5,
2018-12-09,2018,129,DAL,PHI,29,23,,-180.0,,150.0,,,,,43.5,,45.5,
2018-12-09,2018,131,LV,PIT,24,21,,425.0,,-600.0,,,,,,,10.0,
2018-12-10,2018,133,SEA,MIN,21,7,,-165.0,,142.0,,,,,46.0,,45.5,
2018-12-13,2018,301,KC,LAC,28,29,,-200.0,,170.0,,,,,56.5,,54.5,
2018-12-15,2018,303,NYJ,HOU,22,29,,275.0,,-350.0,,,,,7.0,,7.0,
2018-12-15,2018,305,DEN,CLE,16,17,,-125.0,,105.0,,,,,44.5,,47.5,
2018-12-16,2018,307,MIN,MIA,41,17,,-420.0,,320.0,,,,,43.0,,45.5,
2018-12-16,2018,309,CIN,LV,30,16,,-170.0,,145.0,,,,,46.5,,46.0,
2018-12-16,2018,311,BAL,TB,20,12,,-430.0,,330.0,,,,,47.5,,44.5,
2018-12-16,2018,313,IND,DAL,23,0,,-185.0,,155.0,,,,,47.0,,47.0,
2018-12-16,2018,315,BUF,DET,14,13,,-150.0,,130.0,,,,,38.0,,39.5,
2018-12-16,2018,317,CHI,GB,24,17,,-250.0,,200.0,,,,,46.5,,46.0,
2018-12-16,2018,319,NYG,TEN,0,17,,125.0,,-145.0,,,,,44.0,,2.5,
2018-12-16,2018,321,JAX,WAS,13,16,,-380.0,,290.0,,,,,36.0,,36.5,
2018-12-16,2018,323,ATL,ARI,40,14,,-450.0,,350.0,,,,,44.0,,43.5,
2018-12-16,2018,325,SF,SEA,26,23,,180.0,,-220.0,,,,,6.5,,4.0,
2018-12-16,2018,327,PIT,NE,17,10,,120.0,,-140.0,,,,,1.0,,2.5,
2018-12-16,2018,329,LAR,PHI,23,30,,-900.0,,600.0,,,,,54.5,,53.0,
2018-12-17,2018,331,CAR,NO,9,12,,220.0,,-270.0,,,,,6.5,,6.0,
2018-12-22,2018,107,TEN,WAS,25,16,,-700.0,,500.0,,,,,37.0,,38.0,
2018-12-22,2018,123,LAC,BAL,10,22,,-210.0,,175.0,,,,,45.0,,43.0,
2018-12-23,2018,101,DAL,TB,27,20,,-350.0,,275.0,,,,,46.0,,48.0,
2018-12-23,2018,103,NE,BUF,24,12,,-1100.0,,700.0,,,,,45.5,,45.5,
2018-12-23,2018,105,CAR,ATL,10,24,,125.0,,-145.0,,,,,47.5,,2.5,
2018-12-23,2018,109,MIA,JAX,7,17,,-180.0,,150.0,,,,,39.5,,39.0,
2018-12-23,2018,111,IND,NYG,28,27,,-550.0,,400.0,,,,,47.0,,48.0,
2018-12-23,2018,113,PHI,HOU,32,30,,-135.0,,115.0,,,,,1.5,,47.0,
2018-12-23,2018,115,DET,MIN,9,27,,250.0,,-310.0,,,,,5.0,,6.5,
2018-12-23,2018,117,NYJ,GB,38,44,,140.0,,-160.0,,,,,3.5,,3.0,
2018-12-23,2018,119,CLE,CIN,26,18,,-430.0,,330.0,,,,,46.0,,43.5,
2018-12-23,2018,121,ARI,LAR,9,31,,600.0,,-900.0,,,,,14.0,,14.0,
2018-12-23,2018,125,SF,CHI,9,14,,170.0,,-200.0,,,,,5.0,,3.5,
2018-12-23,2018,127,NO,PIT,31,28,,-300.0,,240.0,,,,,52.0,,54.0,
2018-12-23,2018,129,SEA,KC,38,31,,100.0,,-120.0,,,,,2.5,,1.0,
2018-12-24,2018,131,LV,DEN,27,14,,120.0,,-140.0,,,,,3.0,,2.5,
2018-12-30,2018,301,NYG,DAL,35,36,,-360.0,,280.0,,,,,43.5,,38.0,
2018-12-30,2018,303,KC,LV,35,3,,-1100.0,,700.0,,,,,55.5,,53.5,
2018-12-30,2018,305,NO,CAR,14,33,,-400.0,,300.0,,,,,44.5,,41.5,
2018-12-30,2018,307,NE,NYJ,38,3,,-1100.0,,700.0,,,,,48.0,,47.0,
2018-12-30,2018,309,WAS,PHI,0,24,,215.0,,-265.0,,,,,7.0,,6.0,
2018-12-30,2018,311,GB,DET,0,31,,-400.0,,300.0,,,,,44.5,,44.5,
2018-12-30,2018,313,HOU,JAX,20,3,,-400.0,,300.0,,,,,40.5,,39.5,
2018-12-30,2018,315,BAL,CLE,26,24,,-330.0,,260.0,,,,,41.5,,40.5,
2018-12-30,2018,317,TB,ATL,32,34,,130.0,,-150.0,,,,,2.0,,2.5,
2018-12-30,2018,319,BUF,MIA,42,17,,-275.0,,225.0,,,,,38.0,,39.5,
2018-12-30,2018,321,TEN,IND,17,33,,190.0,,-240.0,,,,,2.5,,5.0,
2018-12-30,2018,323,PIT,CIN,16,13,,-700.0,,500.0,,,,,48.0,,45.5,
2018-12-30,2018,325,MIN,CHI,10,24,,-260.0,,210.0,,,,,41.5,,40.0,
2018-12-30,2018,327,DEN,LAC,9,23,,250.0,,-310.0,,,,,4.0,,6.5,
2018-12-30,2018,329,SEA,ARI,27,24,,-1100.0,,700.0,,,,,40.0,,40.0,
2018-12-30,2018,331,LAR,SF,48,32,,-500.0,,375.0,,,,,50.5,,50.5,
2019-01-05,2018,101,HOU,IND,7,21,,-125.0,,105.0,,,,,47.0,,49.0,
2019-01-05,2018,103,DAL,SEA,24,22,,-155.0,,135.0,,,,,41.5,,43.5,
2019-01-06,2018,105,BAL,LAC,17,23,,-150.0,,130.0,,,,,41.5,,42.0,
2019-01-06,2018,107,CHI,PHI,15,16,,-300.0,,240.0,,,,,41.0,,42.5,
2019-01-12,2018,301,KC,IND,31,13,,-210.0,,175.0,,,,,55.5,,55.5,
2019-01-12,2018,303,LAR,DAL,30,22,,-350.0,,275.0,,,,,50.0,,48.5,
2019-01-13,2018,305,NE,LAC,41,28,,-185.0,,165.0,,,,,47.5,,47.5,
2019-01-13,2018,307,NO,PHI,20,14,,-450.0,,350.0,,,,,51.5,,52.5,
2019-01-20,2018,311,NO,LAR,23,26,,-165.0,,145.0,,,,,56.5,,55.0,
2019-01-20,2018,313,KC,NE,31,37,,-185.0,,165.0,,,,,58.5,,56.0,
